0.54805,257.55
0.78069,150.21
0.55888,-50.46
0.30169,84.609
0.46061,112.09
0.92092,284.77
0.88618,349.25
0.87947,158.27
0.97034,-2.9933
0.75231,-313.12
0.015543,-281.55
0.99234,258.4
0.45576,302.88
0.5205,119.6
0.088893,-34.058
0.7851,337.18
0.71769,-300.06
0.5454,-85.404
0.74414,-350.91
0.68732,72.453
0.61129,56.525
0.082342,-346.96
0.377,67.589
0.40497,-99.731
0.68738,-337.23
0.40501,350.98
0.55447,-265.81
0.61827,44.581
0.41746,255.17
0.84488,133.13
0.55151,-333.54
0.81315,-32.184
0.3154,-42.112
0.85936,202.63
0.21737,359.73
0.11536,-176.83
0.085872,287.18
0.15463,-321.05
0.80218,-119.91
0.96447,168.51
0.19679,-3.4056
0.77805,31.219
0.026483,-201.07
0.11388,-266.68
0.18662,-1.365
0.92541,278.32
0.54971,107.03
0.031173,-24.931
0.87656,-248.54
0.95021,-251.58
0.4828,354.96
0.4329,338.53
0.61981,-42.918
0.23026,177.42
0.70055,41.704
0.98099,184.08
0.16352,337.05
0.63078,-316.92
0.64179,-106.17
0.63653,-16.091
0.98721,-225.32
0.38691,-102.3
0.26172,283.16
0.45781,-303.96
0.11437,-299.35
0.3581,-210.71
0.78535,94.494
0.30512,-158.3
0.73067,189.23
0.64508,-128.27
0.83937,198.37
0.52061,-174.19
0.38141,131.9
0.61925,-271.66
0.60476,325.34
0.53555,-45.195
0.73011,-108.49
0.37631,-240.95
0.12174,1.3473
0.36692,-41.615
0.81078,-301.91
0.8977,280.68
0.34671,288.51
0.015903,200.52
0.028783,-26.464
0.84964,209.41
0.93956,271.73
0.76271,125.52
0.9658,-309.06
0.49272,-268.4
0.55494,-54.473
0.65224,207.07
0.97313,76.446
0.90373,-13.105
0.025045,-335.15
0.57432,-225.83
0.72938,310.38
0.15167,65.202
0.049482,5.5926
0.53494,-194.86
0.039868,324.51
0.49998,-93.867
0.21033,-20.167
0.47599,232.61
0.65405,204.86
0.048973,-30.801
0.85831,101.21
0.039508,324.83
0.64055,115.69
0.50643,-158.43
0.57712,168.91
0.87905,43.833
0.18435,339.6
0.20146,-145.06
0.13196,-4.3954
0.82221,-142.76
0.73534,-312.41
0.89349,-273.09
0.15968,-302.51
0.42229,351.29
0.62891,73.333
0.59678,214.52
0.29574,271.3
0.78202,238.1
0.38177,325.15
0.98477,-321.1
0.20513,-256.96
0.77975,161.79
0.84502,261.68
0.46129,-81.005
0.67913,-203.06
0.79715,62.309
0.23557,-337.14
0.75223,-325.87
0.92006,309.28
0.99464,-75.392
0.88296,198.8
0.5034,-175.41
0.0058802,77.274
0.015086,288.5
0.095937,87.62
0.78696,309.01
0.55359,351.04
0.71952,-253.83
0.22848,-340.55
0.012692,302.32
0.12022,-242.93
0.63298,-285.72
0.015211,152.16
0.94027,-233.99
0.99957,-232.69
0.37822,-16.553
0.89521,318.01
0.59005,180.63
0.83506,122.02
0.48235,-309.53
0.059441,-146.71
0.46034,317.66
0.31871,257.86
0.91016,276.57
0.89786,70.266
0.65117,-238.96
0.24605,-235.08
0.23402,178.27
0.54843,317.34
0.39282,117.7
0.75479,25.1
0.39257,74.756
0.26542,-197.31
0.34689,239.53
0.93426,206.67
0.37385,58.781
0.48253,-41.367
0.23821,40.89
0.53125,-97.444
0.21012,363.46
0.29521,-88.623
0.53199,340.43
0.50758,-330.63
0.49912,204.28
0.9115,-35.689
0.73034,100.57
0.89971,-127.25
0.80492,313.99
0.44793,-186.82
0.23501,-91.035
0.067124,-143.38
0.2842,-323.34
0.43174,81.764
0.45512,237.31
0.97935,65.576
0.92691,-86.752
0.59757,-263.39
0.58368,-269.73
0.11307,342.14
0.3992,35.037
0.94288,-292.08
0.21432,-173.85
0.17045,-202.76
0.34688,-131.69
