0.94976,-10.788
0.010364,-0.33768
0.16783,7.4985
0.75527,8.2989
0.83382,3.5253
0.60586,11.184
0.51792,11.885
0.94286,-10.438
0.74121,9.8205
0.70108,12.916
0.74472,9.3974
0.87383,-2.6322
0.96412,-12.307
0.98192,-12.392
0.91863,-7.9481
0.28348,1.1045
0.058626,-0.72354
0.82099,4.55
0.17952,7.5011
0.034931,-0.16727
0.77133,7.4394
0.54053,12.581
0.33154,0.45508
0.57822,10.534
0.85451,0.28496
0.64238,11.359
0.4201,7.3018
0.54591,11.896
0.1823,6.6964
0.23627,6.1059
0.20541,7.0704
0.25969,3.6273
0.94263,-10.701
0.64157,11.713
0.82906,3.9242
0.38876,6.5947
0.16841,7.0895
0.74012,9.7246
0.8728,-1.7911
0.35552,2.593
0.17883,6.836
0.99642,-11.92
0.95913,-11.976
0.156,6.5831
0.92894,-8.9613
0.42457,8.126
0.22308,7.4323
0.1364,5.4192
0.26018,3.55
0.54447,12.049
0.082208,0.80601
0.59813,11.448
0.029186,-0.45964
0.45491,9.0363
0.3325,0.45184
0.94367,-10.409
0.3031,0.62651
0.42822,8.114
0.66103,13.461
0.38109,4.9685
0.13617,6.1911
0.096627,1.8287
0.30516,0.15258
0.82388,4.2831
0.62725,11.917
0.20593,7.8913
0.98019,-11.966
0.43777,8.3549
0.8352,3.0247
0.53918,12.071
0.025127,-0.54774
0.0068243,-0.81649
0.78609,6.468
0.44739,8.2728
0.28874,0.82562
0.86318,-1.2956
0.65623,12.449
0.28469,1.4095
0.64457,11.419
0.26358,3.234
0.17478,7.2593
0.36862,4.1169
0.53754,12.662
0.92641,-8.8933
0.74912,9.5009
0.14774,6.6826
0.0028877,-0.20497
0.12701,4.7974
0.91692,-7.6267
0.67212,13.281
0.11379,3.4877
0.96023,-12.235
0.11938,3.5508
0.49242,10.807
0.36131,2.6977
0.47,10.62
0.05878,-0.25747
0.33001,0.94436
0.26452,3.5122
0.24592,5.7741
0.94768,-11.127
0.032442,0.061195
0.90615,-6.3682
0.3685,3.8063
0.66254,13.403
0.95362,-11.22
0.094128,1.482
0.68532,14.184
0.41244,7.6295
0.11179,2.7296
0.49184,11.325
0.46155,9.3289
0.87706,-2.7056
0.66024,13.046
0.27796,1.8638
0.65717,12.333
0.64541,12.328
0.89722,-5.3242
0.88234,-3.2267
0.33517,0.48657
0.427,8.2264
0.80376,6.1564
0.92309,-7.9678
0.86672,-1.286
0.49965,11.699
0.58448,10.59
0.92476,-8.8913
0.16612,7.0427
0.37436,4.5761
0.25941,4.5615
0.83048,3.5906
0.070177,0.32936
0.28103,1.9766
0.55504,11.559
0.61897,10.956
0.40979,7.4313
0.25843,4.101
0.41675,7.3845
0.38206,5.9929
0.096334,1.5144
0.13128,5.1425
0.6099,11.225
0.65619,12.606
0.841,1.8834
0.49982,11.511
0.3072,0.39034
0.16976,7.6669
0.048765,-0.52749
0.22582,7.2699
0.36697,3.453
0.56785,10.795
0.56972,11.517
0.77878,6.9466
0.59024,10.457
0.11066,3.1249
0.64068,11.519
0.072019,-0.33183
0.36585,4.1566
0.2873,1.3351
0.74144,9.819
0.066987,-0.25495
0.75717,8.3326
0.24071,5.7193
0.23091,7.1919
0.011988,-0.14456
0.13247,5.8589
0.20939,7.2665
0.21418,7.6478
0.90579,-6.6008
0.27777,1.6989
0.097102,2.1053
0.78282,7.4912
0.66752,13.702
0.61267,11.601
0.34379,1.3152
0.69034,13.558
0.23356,6.5521
0.30803,0.72465
0.3573,2.1754
0.2167,7.5589
0.67728,14.018
0.73601,10.183
0.010019,-0.94714
0.35591,2.3008
0.23995,5.8939
0.92761,-9.1019
0.76299,8.7776
0.37939,5.213
0.68596,14.119
0.69887,13.054
0.5904,10.9
0.96206,-12.377
0.78135,7.1713
0.53843,12.182
0.094138,1.7852
0.88601,-3.2195
0.2575,4.1829
0.46351,9.7627
0.3308,0.96084
0.75677,8.7619
