0.49547,0.33385,1
0.60919,0.20532,1
0.0048085,0.49436,1
0.58773,0.031209,1
0.77746,0.82757,1
0.65718,0.26426,-1
0.52831,0.6775,1
0.82577,0.79386,-1
0.96243,0.68184,1
0.31374,0.65076,-1
0.79709,0.23734,-1
0.28518,0.4774,-1
0.014895,0.93642,-1
0.09415,0.2411,1
0.32872,0.20911,1
0.30557,0.27247,1
0.018022,0.77582,-1
0.16221,0.33141,1
0.44399,0.60307,1
0.76677,0.18401,-1
0.68126,0.087459,1
0.71454,0.30892,-1
0.45978,0.23088,1
0.91927,0.90919,-1
0.98894,0.93688,1
0.9326,0.031879,1
0.46152,0.59365,1
0.90492,0.043818,1
0.38645,0.4249,-1
0.60302,0.52158,1
0.56032,0.84034,1
0.84584,0.62503,1
0.2848,0.2552,1
0.66332,0.90469,1
0.60226,0.7673,1
0.65646,0.56267,1
0.30993,0.89715,-1
0.33164,0.36808,-1
0.1882,0.33773,1
0.10068,0.61886,-1
0.28656,0.086895,-1
0.35483,0.3755,-1
0.53576,0.18738,1
0.99083,0.81053,1
0.028178,0.72325,1
0.70953,0.67467,1
0.90516,0.91398,-1
0.86583,0.82096,-1
0.11917,0.54872,-1
0.95528,0.015542,1
0.4409,0.094686,-1
0.87576,0.51476,1
0.86495,0.95248,-1
0.35515,0.84306,-1
0.63115,0.93501,1
0.86455,0.97341,-1
0.020992,0.37253,1
0.07682,0.3209,1
0.37671,0.78325,-1
0.14919,0.21222,-1
0.034097,0.95915,-1
0.78225,0.93023,1
0.32725,0.36573,-1
0.81748,0.34491,-1
0.17362,0.69268,-1
0.67612,0.7166,1
0.8756,0.80034,-1
0.75716,0.59367,1
0.22963,0.097175,-1
0.35894,0.55951,1
0.36316,0.04309,-1
0.26744,0.75763,-1
0.3373,0.65965,-1
0.086961,0.59946,-1
0.45156,0.22699,1
0.45466,0.71371,-1
0.029036,0.7245,1
0.6371,0.34422,1
0.059459,0.032751,1
0.1692,0.84362,-1
0.68468,0.7703,1
0.55457,0.50965,1
0.0060358,0.70696,1
0.28809,0.79117,-1
0.37661,0.33067,-1
0.14649,0.91368,-1
0.074534,0.5767,1
0.46074,0.28791,-1
0.37039,0.26686,-1
0.82456,0.89018,-1
0.53754,0.3661,1
0.81752,0.15002,-1
0.46038,0.94633,1
0.014034,0.65084,1
0.0049832,0.98221,-1
0.16623,0.19383,-1
0.36594,0.82874,-1
0.71821,0.4938,1
0.15942,0.59078,-1
0.27877,0.044891,-1
0.64494,0.56446,1
0.2872,0.63354,-1
0.32193,0.4981,1
0.15542,0.059624,-1
0.38766,0.51516,1
0.89573,0.053195,1
0.88777,0.84363,-1
0.39361,0.59467,1
0.67546,0.69102,1
0.25221,0.64723,-1
0.94999,0.62344,-1
0.62468,0.95386,1
0.20695,0.17694,-1
0.10966,0.47491,1
0.56585,0.8424,1
0.27433,0.49696,-1
0.071165,0.7624,-1
0.15845,0.17988,-1
0.04952,0.69162,1
0.68088,0.91442,1
0.78176,0.16266,-1
0.80737,0.4281,-1
0.26505,0.041852,-1
0.8959,0.22575,-1
0.60799,0.66615,1
0.014401,0.87134,-1
0.34403,0.34473,-1
0.53366,0.027252,-1
0.62776,0.90528,1
0.44674,0.47106,1
0.81111,0.91046,-1
0.14483,0.32798,1
0.97483,0.6911,1
0.83376,0.017448,1
0.3401,0.51235,1
0.61624,0.33181,1
0.30376,0.33611,-1
0.089219,0.95335,-1
0.52153,0.75051,-1
0.82529,0.33392,-1
0.76393,0.63283,1
0.94764,0.41555,-1
0.33355,0.5765,1
0.38974,0.9595,-1
0.15041,0.61585,-1
0.3337,0.15058,1
0.55368,0.83827,1
0.55029,0.72617,1
0.16042,0.10885,-1
0.11709,0.16135,-1
0.39855,0.29701,-1
0.83138,0.42358,-1
0.185,0.52841,1
0.50079,0.2751,1
0.12631,0.82796,-1
0.86463,0.79278,-1
0.76665,0.27375,-1
0.56435,0.61569,1
0.38957,0.10155,-1
0.49014,0.66996,1
0.8869,0.3474,-1
0.90505,0.6695,1
0.49839,0.2953,1
0.52923,0.68043,1
0.9097,0.39377,-1
0.5786,0.39182,1
0.77579,0.20696,-1
0.66139,0.72452,1
0.46966,0.81931,-1
0.21977,0.92647,-1
0.60259,0.51412,1
0.18426,0.19314,-1
0.19751,0.6029,-1
0.86199,0.19818,-1
0.12565,0.41039,1
0.64558,0.85307,1
0.43732,0.42908,1
0.61261,0.92566,1
0.73748,0.37308,1
0.30328,0.69825,-1
0.042968,0.58863,1
0.83551,0.10087,-1
0.36931,0.4124,-1
0.66134,0.92471,1
0.89572,0.05555,1
0.2741,0.38405,-1
0.9979,0.24064,-1
0.83435,0.22781,-1
0.79134,0.35712,-1
0.65661,0.9241,1
0.54367,0.5025,1
0.38668,0.80324,-1
0.82223,0.35027,-1
0.59533,0.45868,1
0.78164,0.9511,-1
0.98767,0.13298,-1
0.78825,0.070307,1
0.85292,0.70608,-1
0.48561,0.9317,1
0.87376,0.1089,-1
